Node{identificator='18_34_19', x='211', y='690', raw='5', id='10000', cor='-4196306', connected='92_23_29', minorisWay=''}
Node{identificator='14_99_16', x='1165', y='878', raw='5', id='1093.359', cor='-12767429', connected='33_95_35', minorisWay='18_34_19 92_23_29 46_64_27 56_20_22 70_14_15 41_23_58 64_15_84 64_50_23 26_17_48 66_86_85 25_46_54 16_47_69 89_44_91 91_19_98 92_40_86 12_19_38 11_91_50 76_52_83 74_39_61 90_13_80 15_64_33 12_96_63 16_37_19 56_90_67 25_57_91 27_45_56 62_94_71 35_32_60'}
Node{identificator='33_95_35', x='1214', y='867', raw='5', id='1143.5785', cor='-1693743', connected='52_78_11', minorisWay='18_34_19 92_23_29 46_64_27 56_20_22 70_14_15 41_23_58 64_15_84 64_50_23 26_17_48 66_86_85 25_46_54 16_47_69 89_44_91 91_19_98 92_40_86 12_19_38 11_91_50 76_52_83 74_39_61 90_13_80 15_64_33 12_96_63 16_37_19 56_90_67 25_57_91 27_45_56 62_94_71 35_32_60 14_99_16'}
Node{identificator='52_78_11', x='1269', y='847', raw='5', id='1202.102', cor='-5145792', connected='79_66_34', minorisWay='18_34_19 92_23_29 46_64_27 56_20_22 70_14_15 41_23_58 64_15_84 64_50_23 26_17_48 66_86_85 25_46_54 16_47_69 89_44_91 91_19_98 92_40_86 12_19_38 11_91_50 76_52_83 74_39_61 90_13_80 15_64_33 12_96_63 16_37_19 56_90_67 25_57_91 27_45_56 62_94_71 35_32_60 14_99_16 33_95_35'}
Node{identificator='79_66_34', x='1271', y='839', raw='5', id='1210.3483', cor='-1116609', connected='42_28_91 89_29_27', minorisWay='18_34_19 92_23_29 46_64_27 56_20_22 70_14_15 41_23_58 64_15_84 64_50_23 26_17_48 66_86_85 25_46_54 16_47_69 89_44_91 91_19_98 92_40_86 12_19_38 11_91_50 76_52_83 74_39_61 90_13_80 15_64_33 12_96_63 16_37_19 56_90_67 25_57_91 27_45_56 62_94_71 35_32_60 14_99_16 33_95_35 52_78_11'}
Node{identificator='42_28_91', x='1213', y='857', raw='5', id='1271.0771', cor='-15046032', connected='80_36_18', minorisWay='18_34_19 92_23_29 46_64_27 56_20_22 70_14_15 41_23_58 64_15_84 64_50_23 26_17_48 66_86_85 25_46_54 16_47_69 89_44_91 91_19_98 92_40_86 12_19_38 11_91_50 76_52_83 74_39_61 90_13_80 15_64_33 12_96_63 16_37_19 56_90_67 25_57_91 27_45_56 62_94_71 35_32_60 14_99_16 33_95_35 52_78_11 79_66_34'}
Node{identificator='80_36_18', x='1179', y='869', raw='5', id='1307.1327', cor='-12745884', connected='80_26_71', minorisWay='18_34_19 92_23_29 46_64_27 56_20_22 70_14_15 41_23_58 64_15_84 64_50_23 26_17_48 66_86_85 25_46_54 16_47_69 89_44_91 91_19_98 92_40_86 12_19_38 11_91_50 76_52_83 74_39_61 90_13_80 15_64_33 12_96_63 16_37_19 56_90_67 25_57_91 27_45_56 62_94_71 35_32_60 14_99_16 33_95_35 52_78_11 79_66_34 42_28_91'}
Node{identificator='80_26_71', x='1165', y='871', raw='5', id='1321.2748', cor='-8458846', connected='58_18_73', minorisWay='18_34_19 92_23_29 46_64_27 56_20_22 70_14_15 41_23_58 64_15_84 64_50_23 26_17_48 66_86_85 25_46_54 16_47_69 89_44_91 91_19_98 92_40_86 12_19_38 11_91_50 76_52_83 74_39_61 90_13_80 15_64_33 12_96_63 16_37_19 56_90_67 25_57_91 27_45_56 62_94_71 35_32_60 14_99_16 33_95_35 52_78_11 79_66_34 42_28_91 80_36_18'}
Node{identificator='58_18_73', x='1146', y='869', raw='5', id='1340.3798', cor='-10361234', connected='16_30_91', minorisWay='18_34_19 92_23_29 46_64_27 56_20_22 70_14_15 41_23_58 64_15_84 64_50_23 26_17_48 66_86_85 25_46_54 16_47_69 89_44_91 91_19_98 92_40_86 12_19_38 11_91_50 76_52_83 74_39_61 90_13_80 15_64_33 12_96_63 16_37_19 56_90_67 25_57_91 27_45_56 62_94_71 35_32_60 14_99_16 33_95_35 52_78_11 79_66_34 42_28_91 80_36_18 80_26_71'}
Node{identificator='16_30_91', x='1126', y='862', raw='5', id='1361.5693', cor='-11930628', connected='55_36_61', minorisWay='18_34_19 92_23_29 46_64_27 56_20_22 70_14_15 41_23_58 64_15_84 64_50_23 26_17_48 66_86_85 25_46_54 16_47_69 89_44_91 91_19_98 92_40_86 12_19_38 11_91_50 76_52_83 74_39_61 90_13_80 15_64_33 12_96_63 16_37_19 56_90_67 25_57_91 27_45_56 62_94_71 35_32_60 14_99_16 33_95_35 52_78_11 79_66_34 42_28_91 80_36_18 80_26_71 58_18_73'}
Node{identificator='55_36_61', x='1030', y='776', raw='5', id='1490.4569', cor='-8584061', connected='59_93_47', minorisWay='18_34_19 92_23_29 46_64_27 56_20_22 70_14_15 41_23_58 64_15_84 64_50_23 26_17_48 66_86_85 25_46_54 16_47_69 89_44_91 91_19_98 92_40_86 12_19_38 11_91_50 76_52_83 74_39_61 90_13_80 15_64_33 12_96_63 16_37_19 56_90_67 25_57_91 27_45_56 62_94_71 35_32_60 14_99_16 33_95_35 52_78_11 79_66_34 42_28_91 80_36_18 80_26_71 58_18_73 16_30_91'}
